dateTime,outTemp,appTemp,outHumidity,dewpoint,heatindex,humidex,altimeter,barometer,pressure,dayRain,monthRain,yearRain,rainRate,windDir,windGust,windGustDir,windSpeed,windSpeed10,windchill,cloudbase,dayET,forecastIcon,forecastRule,sunrise,sunset
1659458101,27.6666666666667,27.536647665813,42,13.5755672295696,27.5078623697778,30.7863521179876,1018.65040550506,1014.79893955255,934.206674843765,0.019999999878,0.19999999878,33.759999794064,0,167,8.04672,160,6.437376,3.218688,27.6666666666667,2441.88077409831,0,6,45,1659412740,1659465900
1659461585,26.8888888888889,28.0159442528505,44,13.5916633904721,26.9832576991111,30.0177802849836,1018.93108820453,1015.23917001319,934.468352823836,0.019999999878,0.19999999878,33.759999794064,0,,0,,0,0,26.8888888888889,2345.09190406229,0,6,45,1659412740,1659465900
1659465071,24.1666666666667,25.3233872853856,52,13.6804433054083,23.9966666666667,27.3464914772552,1019.44755103201,1015.91644764496,934.94984904076,0.019999999878,0.19999999878,33.759999794064,0,,0,,0,0,24.1666666666667,2002.37537531875,0,6,45,1659412740,1659465900
1659468555,22.1666666666667,23.2646853250329,58,13.5043269030341,21.9533333333333,25.2457120327012,1020.05419271303,1016.69531692149,935.515422815062,0.019999999878,0.19999999878,33.759999794064,0,,0,,0,0,22.1666666666667,1780.00803978822,0,8,1,1659412740,1659465900
1659472037,21.7777777777778,21.7318923280234,57,12.874622713347,21.4994444444445,24.5049354326158,1021.03349785301,1017.2371390269,936.428441307343,0.019999999878,0.19999999878,33.759999794064,0,0,6.437376,347,4.828032,6.437376,21.7777777777778,1809.3681682872,0,8,1,1659412740,1659465900
1659475523,20.8333333333333,21.6945287446215,60,12.7752362525641,20.5388888888889,23.5061402940905,1021.49823057061,1017.71123336913,936.861721567498,0.019999999878,0.19999999878,33.759999794064,0,,0,,0,1.609344,20.8333333333333,1706.33895499736,0,8,1,1659412740,1659465900
1659479007,20.6111111111111,21.5661957127507,62,13.0679392581396,20.3466666666667,23.444906884176,1022.03040677703,1018.0837360666,937.357884079133,0,0.19999999878,33.759999794064,0,,0,,0,0,20.6111111111111,1643.55942726221,0,8,1,1659499140,1659552240
1659482492,19.6111111111111,20.5699558901494,66,13.0795600348931,19.3511111111111,22.4513561389729,1022.38537258653,1018.28691935613,937.688830388663,0,0.19999999878,33.759999794064,0,,0,,0,0,19.6111111111111,1520.22292871217,0,6,44,1659499140,1659552240
1659485978,19,19.9910402998236,69,13.1787444383385,18.7572222222222,21.8954707077645,1022.79534490776,1018.38851100089,938.07106299504,0,0.19999999878,33.759999794064,0,,1.609344,310,0,3.218688,19,1433.62391481851,0,6,44,1659499140,1659552240
1659489462,18.5555555555556,19.4804229877906,70,12.9742714093686,18.2944444444444,21.3375294772728,1022.75499009932,1018.35464711931,938.033438599092,0,0.19999999878,33.759999794064,0,,0,,0,1.609344,18.5555555555556,1404.36667256246,0,6,44,1659499140,1659552240
1659493006,17.8888888888889,18.7471654308553,72,12.7660572784562,17.6133333333333,20.5566923448598,1021.88638408325,1017.94828054025,937.223607419588,0,0.19999999878,33.759999794064,0,,0,,0,1.609344,17.8888888888889,1348.47227832831,0,6,44,1659499140,1659552240
1659496490,17.1111111111111,17.9296986738503,75,12.6407643234938,16.8361111111111,19.7108883420461,1021.91563685889,1017.98214442184,937.250880635623,0,0.19999999878,33.759999794064,0,,0,,0,0,17.1111111111111,1268.92152645333,0,6,44,1659499140,1659552240
1659499974,17.3333333333333,18.0897272609245,73,12.4425925467133,17.0283333333333,19.8265430831217,1022.10974494494,1018.18532771136,937.43185353128,0,0.19999999878,33.759999794064,0,,0,,0,1.609344,17.3333333333333,1320.17583541962,0,6,44,1659499140,1659552240
1659503458,18.0555555555556,18.9649484925502,72,12.9261077257396,17.7966666666667,20.810994483211,1022.42682713401,1018.49010264566,937.727479928322,0,0.19999999878,33.759999794064,0,,0,,0,3.218688,18.0555555555556,1349.2789257906,0,8,1,1659499140,1659552240
1659506942,20.8888888888889,22.2544763990261,66,14.2931382783776,20.7566666666667,24.4275632941336,1022.4614759543,1018.32078323772,937.759784264102,0,0.19999999878,33.759999794064,0,,0,,0,0,20.8888888888889,1528.05011647881,0,6,44,1659499140,1659552240
1659510426,22.5,24.0610123350653,62,14.8477406035807,22.4244444444444,26.3748024091443,1022.32827516411,1018.32078323772,937.635596478239,0,0.19999999878,33.759999794064,0,,0,,0,0,22.5,1656.85934750253,0,6,44,1659499140,1659552240
1659513910,23.2777777777778,24.6055520175594,60,15.0690000938328,23.2277777777778,27.2897478370495,1022.16946615289,1018.15146382978,937.48753352963,0,0.19999999878,33.759999794064,0,231,3.218688,232,1.609344,0,23.2777777777778,1724.70988847575,0,6,44,1659499140,1659552240
1659517394,25.1666666666667,26.4383129944316,59,16.5755361834309,25.2794444444445,30.1609758603612,1022.04833477454,1017.81282501389,937.374598904489,0,0.19999999878,33.759999794064,0,158,4.828032,158,4.828032,3.218688,25.1666666666667,1771.3262259008,0,6,44,1659499140,1659552240
1659520878,26.7777777777778,28.3345911543607,48,14.8360052275583,27.103493264,30.6453542878705,1021.98463951513,1017.5080500796,937.315213866268,0,0.19999999878,33.759999794064,0,,0,,0,1.609344,26.7777777777778,2179.83549136137,0,6,44,1659499140,1659552240
1659524362,27.6111111111111,28.8196885884458,48,15.5956756367326,27.8743994448333,31.9567880668317,1021.17703159099,1016.6614530399,936.562260601655,0,0.19999999878,33.759999794064,0,185,4.828032,192,3.218688,3.218688,27.6111111111111,2188.81645275275,0,6,44,1659499140,1659552240
